show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s7202,Movie,Kill Ratio,Paul Tanter,"Tom Hopper, Amy Huberman, Lacy Moore, Brian McGuinness, Luke Pierucci, Nick Dunning",United States,"February 17, 2017",2016,TV-MA,87 min,Action & Adventure,"Posing as a telecom salesman at a business conference, a CIA agent fights to protect a fledgling Eastern European democracy from a military coup."
s7203,Movie,Kill the Irishman,Jonathan Hensleigh,"Ray Stevenson, Vincent D'Onofrio, Val Kilmer, Christopher Walken, Linda Cardellini, Fionnula Flanagan, Jason Butler Harner, Vinnie Jones, Paul Sorvino, Marcus Thomas, Tony Darrow",United States,"August 21, 2020",2011,R,106 min,"Action & Adventure, Dramas, Independent Movies","This true crime tale charts the rise and fall of mobster Danny Greene, who faced down the Mafia to gain control of organized crime in 1970s Cleveland."
s7204,Movie,Killer Klowns from Outer Space,Stephen Chiodo,"Grant Cramer, Suzanne Snyder, John Allen Nelson, John Vernon, Michael S. Siegel, Peter Licassi, Royal Dano, Christopher Titus, Irene Michaels, Karla Sue Krull",United States,"April 1, 2020",1988,PG-13,86 min,"Comedies, Cult Movies, Horror Movies","An alien band of killer clowns descends from the cosmos to harvest scores of small-town victims, cocooning their prey in cotton candy to eat later."
s7205,Movie,Killers,Robert Luketic,"Katherine Heigl, Ashton Kutcher, Tom Selleck, Catherine O'Hara, Katheryn Winnick, Kevin Sussman, Lisa Ann Walter, Casey Wilson, Rob Riggle, Martin Mull, Alex Borstein",United States,"January 1, 2021",2010,PG-13,100 min,"Action & Adventure, Comedies, Romantic Movies","After a whirlwind romance, Jen and Spencer settle into married life — until Spencer's secret past as a hit man shakes up their suburban bliss."
s7206,Movie,Kills on Wheels,Attila Till,"Szabolcs Thuróczy, Zoltán Fenyvesi, Adám Fekete, Dusan Vitanovic, Mónika Balsai, Lidia Danis, Zoltán Mucsi",Hungary,"March 15, 2018",2016,TV-MA,103 min,"Action & Adventure, Dramas, International Movies","Two young men with disabilities befriend a hitman in a wheelchair and become his helpers, only to wind up in the crosshairs of a Serbian mobster."
s7207,Movie,Kilo Two Bravo,Paul Katis,"David Elliot, Mark Stanley, Scott Kyle, Benjamin O'Mahony, Bryan Parry, Liam Ainsworth, Andy Gibbins, John Doughty, Paul Luebke, Thomas Davison, Grant Kilburn, Robert Mitchell, Jon-Paul Bell, Malachi Kirby, Ali Cook",United Kingdom,"March 1, 2019",2014,R,109 min,"Dramas, Independent Movies, Thrillers","On patrol in Afghanistan, a British paratrooper unit unwittingly ventures into a dry riverbed that turns out to be littered with land mines."
s7208,Movie,King Jack,Felix Thompson,"Charlie Plummer, Cory Nichols, Christian Madsen, Danny Flaherty, Erin Davie, Chloe Levine",United States,"July 1, 2016",2015,NR,81 min,"Dramas, Independent Movies","Already coping with a bully, a mercurial older brother and summer school, 15-year-old Jack is saddled with his young cousin for an eventful weekend."
s7209,Movie,King's Ransom,Jeffrey W. Byrd,"Anthony Anderson, Jay Mohr, Kellita Smith, Nicole Ari Parker, Regina Hall, Loretta Devine, Donald Faison, Leila Arcieri, Charlie Murphy, Brooke D'Orsay","United States, Canada","November 1, 2019",2005,PG-13,98 min,"Action & Adventure, Comedies","A wealthy, despicable businessman comes to the realization that he may lose half his fortune to the obnoxious wife he's trying to divorce. So, he decides to arrange his own kidnapping in order to wipe himself out and claim poverty."
s7210,TV Show,Kingdoms of the Sky,Steve Greenwood,,,"October 1, 2018",2018,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Meet the astonishing animals and adventurous people living on some of the most spectacular – and formidable – mountain ranges in the world.
s7211,Movie,Kingpin,"Peter Farrelly, Bobby Farrelly","Woody Harrelson, Randy Quaid, Vanessa Angel, Bill Murray, Chris Elliott, William Jordan, Richard Tyson, Lin Shaye",United States,"January 1, 2020",1996,PG-13,114 min,"Comedies, Cult Movies, Sports Movies","After a bowler loses his hand, his career takes a nosedive. That is, until he uncovers the next big thing: an Amish kid named Ishmael."
s7212,Movie,Kings,Deniz Gamze Ergüven,"Halle Berry, Daniel Craig, Lamar Johnson, Kaalan Walker, Rachel Hilson, Issac Ryan Brown, Callan Farris, Serenity Reign Brown, Reece Cody, Aiden Akpan","France, Belgium, China, United States","October 29, 2018",2017,R,87 min,Dramas,A foster mom and her houseful of kids befriend a bitter neighbor after the Rodney King verdict is handed down in 1992 Los Angeles.
s7213,Movie,Kis Kisko Pyaar Karoon,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Kapil Sharma, Arbaaz Khan, Varun Sharma, Sharat Saxena, Supriya Pathak, Manoj Joshi, Manjari Fadnis, Simran Kaur Mundi, Elli Avram, Jamie Lever",India,"November 1, 2017",2015,TV-PG,132 min,"Comedies, International Movies","A man's decision to marry three women, to keep them from committing suicide, complicates his relationship with his girlfriend."
s7214,Movie,Kiss the Girls,Gary Fleder,"Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur, Tony Goldwyn, Jay O. Sanders, Bill Nunn, Brian Cox",United States,"January 1, 2020",1997,R,116 min,Thrillers,A forensic psychologist teams up with an escaped kidnapping victim to hunt down a serial killer who abducts and dominates strong-willed women.
s7215,TV Show,Kiss The Series,,"Lapassalal Jiravechsoontornkul, Mook Worranit Thawornwong, Jirakit Thawornwong, Sattaphong Phiangphor",,"May 26, 2019",2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","After a night out, Sandee wakes to discover she and her buddy have either taken their platonic friendship to a whole new level or ruined it forever."
s7216,TV Show,Kitten Rescuers,,Jo Brand,United Kingdom,"October 2, 2019",2017,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV",Cat-crazy host Jo Brand follows vets and animal welfare officers who take on daring rescues to save furry felines subjected to different cat-astrophes.
s7217,Movie,KL Zombi,Woo Ming Jin,"Zizan Razak, Siti Saleha, Zain Hamid, Izara Aishah, Fadzli Daniel Ali, Usop Wilcha",Malaysia,"August 21, 2017",2013,TV-14,92 min,"Comedies, Horror Movies, International Movies",A field hockey-playing pizza delivery boy finds himself transformed from slacker to zombie slayer during an outbreak of the undead in Kuala Lumpur.
s7218,TV Show,Knights of Sidonia,,"Ryota Osaka, Aya Suzaki, Aki Toyosaki, Takahiro Sakurai, Hisako Kanemoto, Eri Kitamura, Sayaka Ohara, Tomohiro Tsuboi, Takehito Koyasu, Satomi Arai, Atsuko Tanaka, Nanako Mori, Takako Honda, Kohsuke Toriumi, Ayane Sakura, Osamu Saka",Japan," December 1, 2019",2015,TV-MA,2 Seasons,"Anime Series, International TV Shows",A hero rises to save a world that's also a spaceship under siege by an alien threat in this original anime series based on the popular manga comic.
s7219,Movie,Knock Knock,Eli Roth,"Keanu Reeves, Lorenza Izzo, Ana de Armas, Aaron Burns, Ignacia Allamand, Dan Baily, Megan Baily, Colleen Camp, Antonio Quercia","United States, Chile, Israel","November 1, 2020",2015,R,99 min,"Horror Movies, Thrillers",A devoted husband and father on his own for the weekend has his life turned inside out after giving shelter to two young women during a storm.
s7220,Movie,Know Your Enemy - Japan,"Frank Capra, Joris Ivens","Walter Huston, Dana Andrews",United States,"March 31, 2017",1945,TV-14,63 min,"Classic Movies, Documentaries","Though culturally insensitive by modern standards, this propaganda film examines the history of Japan from the 16th century through the 1930s."
s7221,Movie,Knowing,Alex Proyas,"Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson, D.G. Maloney, Nadia Townsend, Alan Hopgood, Adrienne Pickering","United States, United Kingdom, Australia","October 1, 2019",2009,PG-13,121 min,"Sci-Fi & Fantasy, Thrillers",An MIT astrophysics professor and his son unearth a string of numbers from a time capsule that seem to reveal a cataclysm that will wipe out humanity.
s7222,Movie,Koko: The Gorilla Who Talks,Jonathan Taylor,Demetri Goritsas,United Kingdom,"March 1, 2017",2016,TV-G,56 min,Documentaries,"Witness the incredible, decades-long friendship between Koko the gorilla and Penny Patterson, who taught Koko to communicate via sign language."
s7223,TV Show,Kon Kon Kon,,,,"February 16, 2018",2014,TV-PG,1 Season,"Docuseries, International TV Shows",Explore the stories of ordinary people dealing with extraordinary circumstances in this series that focuses on overcoming obstacles and odds.
s7224,Movie,Kon-Tiki,"Joachim Rønning, Espen Sandberg","Pål Sverre Hagen, Anders Baasmo Christiansen, Tobias Santelmann, Gustaf Skarsgård, Odd Magnus Williamson, Jakob Oftebro, Agnes Kittelsen, Peter Wight, Amund Hellum Noraker, Eilif Hellum Noraker","United Kingdom, Norway, Denmark, Germany, Sweden","April 26, 2019",2012,PG-13,96 min,"Action & Adventure, Dramas, International Movies","With five loyal friends in tow, explorer Thor Heyerdahl sails a fragile balsa wood raft along an ancient path some 4,300 miles across the Pacific."
s7225,Movie,Koshish,Gulzar,"Sanjeev Kumar, Jaya Bhaduri, Asrani, Seema, Om Shivpuri, Dina Pathak",India,"December 31, 2019",1972,TV-14,115 min,"International Movies, Romantic Movies",A speech and hearing-impaired couple persists through unforgiving obstacles to be accepted by society and live a life of dignity.
s7226,Movie,Kraftidioten,Hans Petter Moland,"Stellan Skarsgård, Pål Sverre Hagen, Bruno Ganz, Hildegun Riise, Peter Andersson, Birgitte Hjort Sørensen, Jakob Oftebro, Anders Baasmo Christiansen, Jon Øigarden, Gard B. Eidsvold, Kristofer Hivju, Birgitte Hjort Sorensen, Stellan Skarsgard","Norway, Denmark, Sweden","January 5, 2017",2014,TV-MA,117 min,"Comedies, International Movies, Thrillers","When he sets out to avenge his son's murder, mild-mannered snowplow driver Nils sparks a war between a Norwegian mobster and his Serbian rival."
s7227,Movie,Krish Trish and Baltiboy,,"Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal",,"September 8, 2017",2009,TV-Y7,58 min,Children & Family Movies,"A team of minstrels, including a monkey, cat and donkey, narrate folktales from the Indian regions of Rajasthan, Kerala and Punjab."
s7228,Movie,Krish Trish and Baltiboy: Battle of Wits,"Munjal Shroff, Tilak Shetty","Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal, Deepak Chachra",,"September 8, 2017",2013,TV-Y7,62 min,Children & Family Movies,"An artisan is cheated of his payment, a lion of his throne and a brother of his inheritance in these three stories of deception and justice."
s7229,Movie,Krish Trish and Baltiboy: Best Friends Forever,"Munjal Shroff, Tilak Shetty","Damandeep Singh Baggan, Smita Malhotra, Deepak Chachra",,"September 8, 2017",2016,TV-Y,65 min,Children & Family Movies,"A cat, monkey and donkey team up to narrate folktales about friendship from Northeast India, and the Indian regions of Bihar and Rajasthan."
s7230,Movie,Krish Trish and Baltiboy: Comics of India,Tilak Shetty,"Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal",,"September 8, 2017",2012,TV-Y7,61 min,Children & Family Movies,"In three comic-strip-style tales, a boy tries to sell wisdom, a demon is released from captivity, and a king assigns impossible tasks to his minister."
s7231,Movie,Krish Trish and Baltiboy: Face Your Fears,Tilak Shetty,"Tarun Ratnani, Smita Malhotra, Deepak Chachra",India,"November 17, 2017",2017,TV-Y7,65 min,Children & Family Movies,"In three tales about fear, a baby elephant gets captured by a circus, two boys enter a haunted house and a parrot faces his fear of flying."
s7232,Movie,Krish Trish and Baltiboy: Oversmartness Never Pays,Tilak Shetty,"Rishi Gambhir, Smita Malhotra, Deepak Chachra",,"September 8, 2017",2017,TV-Y7,65 min,Children & Family Movies,"A cat, monkey and donkey learn the consequences of cheating through stories from the Indian regions of Rajasthan, West Bengal and Maharashtra."
s7233,Movie,Krish Trish and Baltiboy: Part II,,"Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal",,"September 8, 2017",2010,TV-Y7,58 min,Children & Family Movies,"Animal minstrels narrate stories about a monkey's friendship with a crocodile, two monkeys' foolishness and a villager's encounter with a demon."
s7234,Movie,Krish Trish and Baltiboy: The Greatest Trick,"Munjal Shroff, Tilak Shetty","Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal",,"September 8, 2017",2013,TV-Y7,60 min,Children & Family Movies,"The consequences of trickery are explored in stories involving an inconsiderate husband, two greedy courtiers, and a kind man who loses everything."
s7235,Movie,Krisha,Trey Edward Shults,"Krisha Fairchild, Alex Dobrenko, Robyn Fairchild, Chris Doubek, Victoria Fairchild, Bryan Casserly, Chase Joliet, Atheena Frizzell, Augustine Frizzell, Bill Wise, Olivia Grace Applegate, Trey Edward Shults",United States,"November 7, 2018",2015,R,81 min,"Dramas, Independent Movies","After 10 years away from her family, Krisha returns for Thanksgiving, but bitter grudges and troubling addictions threaten to ruin the event."
s7236,TV Show,Krishna Balram,,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Arun Shekher, Sanchit Wartak, Sharda Agnihotri, Ashok Sonawane, Joy Mukherjee",,"July 8, 2019",2019,TV-Y7,1 Season,Kids' TV,"From playing pranks to destroying demons, Lord Krishna and brother Balaram's lives in Vrindavan are action-packed in this mythological series."
s7237,Movie,Kristy,Oliver Blackburn,"Haley Bennett, Ashley Greene, Erica Ash, Lucas Till, Chris Coy, Al Vicente, Wayne Pére, Jon Arthur, Mike Seal",United States,"October 31, 2015",2013,NR,85 min,Horror Movies,"Opting to stay on campus over the Thanksgiving holiday, coed Justine and a handful of friends find their break violently disrupted by a sadistic gang."
s7238,Movie,Krystal,William H. Macy,"Rosario Dawson, Nick Robinson, Jacob Latimore, Grant Gustin, William H. Macy, Kathy Bates, Felicity Huffman, William Fichtner, T.I., Rick Fox, Amy Parrish",United States,"January 1, 2019",2017,R,93 min,"Comedies, Dramas",A kid with a heart condition falls for an ex-stripper with a lot of baggage and joins her Alcoholics Anonymous group to catch her attention.
s7239,Movie,Kuldip Patwal: I Didn't Do It!,Remy Kohli,"Deepak Dobriyal, Gulshan Devaiah, Raima Sen, Parvin Dabas, Anurag Arora, Jameel Khan, Priyanka Setia",India,"December 31, 2019",2017,TV-MA,126 min,"Dramas, Independent Movies, International Movies","Accused of killing a politician, a local grocer’s fight to prove his innocence reveals his lifelong struggles with injustice leading up to the incident."
s7240,Movie,Kung Fu Hustle,Stephen Chow,"Stephen Chow, Yuen Wah, Yuen Qiu, Lam Chi-chung, Dong Zhihua, Chiu Chi-ling, Xing Yu, Danny Chan Kwok-kwan, Leung Siu-lung","Hong Kong, China, United States","April 1, 2020",2004,R,99 min,"Action & Adventure, Comedies, Cult Movies","Sing, a mobster in 1940s China, longs to be as cool as the formally clad Axe Gang, a band of killers who rule Hong Kong, but can only pretend."
s7241,Movie,Kung Fu Magoo,Andrés Couturier,"Dylan Sprouse, Cole Sprouse, Alyson Stoner, Tom Kenny, Chris Parnell, Rodger Bumpass, Maile Flanagan, Wally Wingert, Candi Milo, Jim Ward","Mexico, United States","August 1, 2018",2010,TV-Y7,79 min,"Children & Family Movies, Comedies","Shortsighted curmudgeon Mr. Magoo and his young nephew, Justin, fight such nefarious foes as kung fu villains, robot spiders and teenage mutants."
s7242,Movie,Kung Fu Panda: Holiday,Tim Johnson,"Jack Black, Angelina Jolie, Dustin Hoffman, Jackie Chan, Seth Rogen, Lucy Liu, David Cross, James Hong, Dan Fogler",United States,"December 1, 2012",2010,TV-PG,26 min,"Children & Family Movies, Comedies","As preparations for the Winter Feast build, Po is caught between his obligations as the Dragon Warrior and his family holiday traditions."
s7243,Movie,Kung Fu Yoga,Stanley Tong,"Jackie Chan, Disha Patani, Amyra Dastur, Sonu Sood, Aarif Rahman, Miya Muqi, Zhang Yixing, Eric Tsang","China, India, Nepal","October 6, 2017",2017,TV-PG,107 min,"Action & Adventure, Comedies, International Movies",Two mismatched archaeologists battle a team of vicious mercenaries in a race to discover an ancient Tibetan treasure of unimaginable worth.
s7244,Movie,Kuppivala,Suresh Pillai,"Nandu, Kochu Preman, Jayakrishnan, Mohan Ayroor, M.R. Gopakumar, Shanawas, Adoor Ajayan, Dinesh Panicker",,"August 1, 2018",2017,TV-14,133 min,"Dramas, International Movies, Romantic Movies",A young woman talented at traditional dance finds her life changed when her love for a man clashes with the wishes of her father.
s7245,Movie,Kurt & Courtney,Nick Broomfield,"Kurt Cobain, Courtney Love",United Kingdom,"January 8, 2019",1998,R,95 min,"Documentaries, Music & Musicals","This film charts Nirvana's Kurt Cobain's rise to fame, his drug-addled romance with Courtney Love and the conspiracy theories surrounding his death."
s7246,TV Show,Kurt Seyit & Sura,,"Kıvanç Tatlıtuğ, Farah Zeynep Abdullah, Fahriye Evcen, Ushan Çakır, Birkan Sokullu",Turkey,"December 26, 2016",2014,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",A Turkish lieutenant and the daughter of Russian nobles fight for their love against forces of family and social expectation and historical events.
s7247,Movie,Kurtulus Son Durak,Yusuf Pirhasan,"Belçim Bilgin, Demet Akbağ, Asuman Dabak, Ayten Soykök, Damla Sönmez, Mete Horozoğlu, Ahmet Mümtaz Taylan, Yavuz Bingöl, Hüseyin Soysalan, Tolga Karaçelik, Nihal Yalçın",Turkey,"March 10, 2017",2012,TV-MA,100 min,"Comedies, Dramas, International Movies","When a recently single psychologist moves to a new neighborhood, she finds friendship with women starting to rebel against years of domestic abuse."
s7248,Movie,Kya Kehna,Kundan Shah,"Preity Zinta, Saif Ali Khan, Anupam Kher, Farida Jalal, Chandrachur Singh",India,"April 1, 2018",2000,TV-PG,149 min,"Dramas, International Movies, Romantic Movies",A young university student's world is shaken after her brief involvement with a wealthy playboy results in her pregnancy.
s7249,Movie,Kygo: Live at the Hollywood Bowl,Devin Chanda,Kygo,United States,"March 12, 2018",2017,TV-MA,52 min,Music & Musicals,Join Norwegian electronic music superstar Kygo onstage and behind the scenes as he performs at the famed L.A. venue with a bevy of special guests.
s7250,Movie,Kyun! Ho Gaya Na,Samir Karnik,"Aishwarya Rai Bachchan, Vivek Oberoi, Amitabh Bachchan, Om Puri, Rati Agnihotri, Sunil Shetty, Tinnu Anand, Rahul Singh",India,"March 1, 2018",2004,TV-PG,165 min,"International Movies, Romantic Movies","Cinematic lovebirds Aishwarya Rai and Vivek Oberoi star in this love story about a sweet young girl, Diya, brought up by her widowed father on a coffee plantation in the village of Coorg."
s7251,Movie,La Última Fiesta,"Leandro Mark, Nicolás Silbert","Nicolás Vázquez, Alan Sabbagh, Benjamín Amadeo, Eva De Dominici, César Bordón, Julian Kartun, Paula Carruega, Luciano Rossi, Ezequiel Campa",Argentina,"February 1, 2017",2016,TV-MA,104 min,"Comedies, International Movies",Three best buddies are thrown into a wild chase for a priceless painting that was stolen from a house they used to throw a huge party.
s7252,Movie,LA 92,"Daniel Lindsay, T.J. Martin",,United States,"March 1, 2018",2017,R,114 min,Documentaries,Previously unseen footage is shaped into a fresh and timely retelling of the 1992 Rodney King trial – and the verdict that sparked civil unrest.
s7253,Movie,La Bamba,Luis Valdez,"Lou Diamond Phillips, Esai Morales, Rosanna DeSoto, Elizabeth Peña, Danielle von Zerneck, Joe Pantoliano, Rick Dees, Marshall Crenshaw, Howard Huntsberry, Brian Setzer",United States,"January 1, 2020",1987,PG-13,109 min,"Classic Movies, Dramas, Music & Musicals","The plane crash that killed Buddy Holly also took Ritchie Valens, whose modest upbringing and rise to fame are depicted in this exhilarating biopic."
s7254,Movie,La Coppia dei Campioni,Giulio Base,"Massimo Boldi, Massimiliano Tortora, Anna Maria Barbera, Massimo Ceccherini, Pia Lanciotti, Flora Canto",Italy,"February 15, 2017",2016,TV-MA,88 min,"Comedies, International Movies","After winning a shared trip to a soccer match, two colleagues who hold opposite world views find they're stuck traveling together for the duration."
s7255,TV Show,La Familia P. Luche,,"Eugenio Derbez, Consuelo Duval, Luis Manuel Ávila, Regina Blandón, Miguel Perez, Barbara Torres, Dalilah Polanco, Pierre Angelo",United States,,2012,TV-14,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies","This irreverent sitcom featues Ludovico, Federica and their three children Bibi, Junior and Ludoviquito, living in Ciudad P. Luche."
s7256,TV Show,La Femme,,"Zoe Tay, Ann Kok, Tiffany Leong, Tay Ping Hui, Yao Wenlong, Shaun Chen, Paige Chua, Nat Ho, Desmond Sim",,"October 16, 2017",2016,TV-14,1 Season,"International TV Shows, TV Dramas","Personal desires guide the lives of a marriage-averse entrepreneur, a housewife coping with infidelity and a career woman who leaves her spouse."
s7257,TV Show,La Piloto,,"Livia Brito, Juan Eduardo Colucho, Arap Bethke, María Fernanda Yépes, Alejandro Nones, María De La Fuente, Verónica Montes, Natasha Domínguez, María Fernanda García, Mauricio Aspe, Stephanie Salas, Tommy Vasquez, Macarena Achaga",Mexico,"April 2, 2018",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Dreaming her whole life of becoming a pilot, Yolanda finds work as a flight attendant, unaware she'll soon be thrust into a drug smuggling operation."
s7258,TV Show,La Rosa de Guadalupe,,"Milia Nader, Francisco Avendaño, Diego Lara, Sandra Itzel, Marisol del Olmo, Aleyda Gallardo, Gerardo Murguía, Roxana Saucedo, Emmanuel Orenday, Maru Dueñas",Mexico,"January 15, 2019",2010,TV-PG,1 Season,"Classic & Cult TV, Crime TV Shows, International TV Shows","This series responds to the need to believe in miracles, dreams, love stories and happy endings, with positive characters."
s7259,TV Show,La Viuda Negra,Alejandro Lozano,"Ana Serradilla, Julián Román, Ramiro Meneses, Juan Pablo Gamboa, Eileen Moreno, Luis Alfredo Velasco, Margarita Reyes, Alexander Gil, Luis Roberto Guzmán, Raúl Méndez","Colombia, Mexico, United States","January 15, 2019",2016,TV-14,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Beautiful and ruthless Griselda Blanco, known as the queen of cocaine, becomes Pablo Escobar's boss and governs a world of deceit and death."
s7260,Movie,Laal Rang,Syed Ahmad Afzal,"Randeep Hooda, Piaa Bajpai, Jaihind Kumar, Akshay Oberoi, Rajneesh Duggal, Ashutosh Kaushik, Meenakshi Dixit, Shreya Narayan, Rajendra Sethi",India,"March 1, 2018",2016,TV-14,143 min,"Dramas, International Movies, Thrillers","Eager for cash, Rajesh joins his friend Shankar's blood-theft operation. As Rajesh's greed grows and the cops close in, Shankar is poised to explode."
s7261,Movie,Laddaland,Sopon Sukdapisit,"Saharat Sangkapreecha, Pok Piyatida Woramusik, Sutatta Udomsilp, Athipich Chutiwatkajornchai, Deuntem Salitul, Sahajak Boonthanakit",Thailand,"September 7, 2018",2011,TV-MA,112 min,"Horror Movies, International Movies","When a family moves into an upscale housing development, they encounter a series of paranormal events that drive them to the edge of insanity."
s7262,Movie,Lady Bloodfight,Chris Nahon,"Amy Johnston, Muriel Hofmann, Jenny Wu, Kathy Wu, Jet Tranter, Mayling Ng",Hong Kong,"August 5, 2017",2016,R,101 min,Action & Adventure,An American travels to Hong Kong in hopes of winning a lucrative – but potentially deadly – all-female underground fighting tournament.
s7263,Movie,Lady in the Water,M. Night Shyamalan,"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban, Sarita Choudhury, Cindy Cheung, M. Night Shyamalan, Freddy Rodríguez, Bill Irwin, Mary Beth Hurt",United States,"July 1, 2019",2006,PG-13,110 min,"Sci-Fi & Fantasy, Thrillers","When an apartment building manager discovers a water nymph in the complex's swimming pool, he tries to help her return to her mythical home."
s7264,Movie,Lady-Like,,"Allie Gallerani, Beverly D'Angelo, Olivia Luccardi, Stephanie Simbari, Nick Clark, Brian Wiles",United States,"January 18, 2019",2018,NC-17,83 min,"Comedies, Independent Movies","After she pushes her best friend Kort to date a handsome transfer student, college student Allie is left to tackle adulthood on her own."
s7265,TV Show,"Lady, la vendedora de rosas",,"Natalia Reyes, Michelle Orozco, Majida Issa, Ernesto Benjumea, Viña Machado, Carlos Mariño, Alberto Cardeño, Fabio Restrepo, Juan Pablo Barragán, Maria Jose Vargas",Colombia,"April 1, 2018",2015,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","This series tells the life story of Colombian film star Lady Tabares, who was plucked off the mean streets to star in a film and quickly rose to fame."
s7266,Movie,Lalbaug Parel: Zali Mumbai Sonyachi,Mahesh Manjrekar,"Sachin Khedekar, Seema Biswas, Ankush Chaudhari, Satish Kaushik, Siddarth Jadhav, Shashank Shende, Sameer Dharmadhikari, Karan Patel, Veena Jamkar, Kashmira Shah",India,"March 15, 2018",2010,TV-MA,145 min,"Dramas, International Movies",Industrial workers struggle against the greed of their employers and the apathy of the government toward the conditions in which they live and work.
s7267,TV Show,Land Girls,,"Becci Gemmell, Susan Cookson, Mark Benton, Mykola Allen, Sophie Ward, Jo Woodcock, Seline Hizli, Liam Boyle, Danny Webb, Nicholas Shaw, Carolyn Pickles, David Schofield, Summer Strallen, Christine Bottomley",United Kingdom,"August 1, 2017",2011,TV-14,3 Seasons,"British TV Shows, International TV Shows, TV Dramas","Follow the lives, loves, highs and lows of four members of the Women's Land Army who are working at the Hoxley Estate during WWII."
s7268,Movie,Larceny,R. Ellis Frazier,"Dolph Lundgren, Corbin Bernsen, Louis Mandylor, Isaac C. Singleton Jr., Jocelyn Osorio, Eddie J. Fernandez, David Fernandez Jr., Mauricio Mendoza, Steven Dell, Luis Gatica","United States, Mexico","September 15, 2017",2017,TV-14,87 min,Action & Adventure,An ex-CIA contractor turned thief is forced to head a CIA gambit to infiltrate a black ops Mexican prison and steal $50 million in drug cartel money.
s7269,TV Show,Last,,"Kye-sang Yoon, Beom-su Lee, Ye-ji Seo, Won-sang Park, Ye-jin Park, Hyung-jin Gong, Jong-jun Jeong, Se-ha Ahn, Jae-yee Goo, Yong-woo Lee",South Korea,"May 22, 2017",2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","When his big stock plan fails, a hotshot fund manager winds up homeless and must learn the secret ranking system of the street in order to survive."
s7270,Movie,Last Ferry,Jaki Bradley,"Ramón O. Torres, Sheldon Best, Myles Clohessy, Larry Owens, Gabriel Sloyer",United States,"March 11, 2020",2019,TV-MA,86 min,"Dramas, Independent Movies, LGBTQ Movies","Seeking romance and friendship, a young gay lawyer travels to Fire Island in the off-season and is soon on the run after witnessing a murder."
s7271,Movie,Last Knights,Kazuaki Kiriya,"Clive Owen, Morgan Freeman, Cliff Curtis, Aksel Hennie, Peyman Moaadi, Ayelet Zurer, Shohreh Aghdashloo, Tsuyoshi Ihara, Ahn Sung-kee","United Kingdom, South Korea","August 1, 2019",2015,R,115 min,Action & Adventure,A nobleman who values his people's well-being over his emperor's edicts is killed. His knights vow revenge.
s7272,Movie,Last Night,Massy Tadjedin,"Keira Knightley, Sam Worthington, Guillaume Canet, Eva Mendes, Griffin Dunne, Anson Mount, Stephanie Romanov, Scott Adsit, Daniel Eric Gold","United States, France","January 1, 2019",2010,R,93 min,"Dramas, Independent Movies, Romantic Movies","During an evening apart, married couple Joanna and Michael encounter tempting opportunities to cheat on each other with sexy acquaintances."
s7273,Movie,Le K Benzema,"Damien Piscarel, Florent Bodin",Karim Benzema,France,"May 1, 2018",2017,TV-14,121 min,"Documentaries, International Movies, Sports Movies","After a blackmailing scandal and being sidelined from the French national team, Real Madrid forward Karim Benzema tells his side of the story."
s7274,Movie,Le serment des Hitler,Emmanuel Amara,,France,"May 1, 2019",2014,TV-PG,54 min,"Documentaries, International Movies",This documentary retraces the footsteps of Adolf Hitler's mysterious nephew and explores what became of the Hitler family line.
s7275,Movie,Leap Year,Anand Tucker,"Amy Adams, Matthew Goode, Adam Scott, John Lithgow, Noel O'Donovan, Tony Rohr, Pat Laffan, Alan Devlin, Ian McElhinney, Dominique McElligott","United States, Ireland","November 15, 2019",2010,PG,100 min,"Comedies, Romantic Movies","Anna chooses February 29 to propose marriage to her boyfriend, but after meeting a charming innkeeper, she must evaluate her original plans."
